subjectid,gender,height,weight,handedness,age,race,height_tercile,age_tercile
12808,male,176.1,103.4,right,27,white,3,2
12815,male,181.4,107.7,right,49,white,3,3
12816,male,181.5,73.7,right,22,asian,3,1
12818,male,180,95.9,right,50,white,3,3
12820,male,182.2,86.7,right,40,white,3,3
12821,male,165.4,77.6,right,43,white,1,3
12824,male,162.1,92.7,right,32,hispanic,1,2
12826,male,171.6,78.3,right,31,white,2,2
12827,male,164.4,86.2,left,29,white,1,2
12830,male,168.2,96,right,44,black,2,3
12856,male,165.1,60.9,right,28,pacific_islander,1,2
12861,male,170.4,90.4,right,39,white,2,3
12865,male,178.4,80.3,right,33,white,3,3
12880,male,164,75,right,20,hispanic,1,1
12890,male,168.8,70.8,right,26,black,2,2
12891,male,179.5,80.3,right,36,white,3,3
12893,male,183.9,68.1,right,28,white,3,2
12904,male,171,84,right,51,white,2,3
12905,male,173,92.9,right,35,white,2,3
12908,male,166.9,97.5,right,37,white,1,3
12911,male,178.2,110.8,left,28,white,3,2
12912,male,174.5,80.1,right,45,white,2,3
12917,male,165.5,86.6,right,29,white,1,2
12918,male,180.3,97.9,right,32,white,3,2
12924,male,173.5,116.4,left,45,white,2,3
12925,male,172.9,97.7,right,37,white,2,3
12926,male,173.8,79.3,right,21,black,2,1
12927,male,178,85.5,right,48,white,3,3
12928,male,183.6,81.8,right,28,white,3,2
12929,male,172.2,92.1,right,33,white,2,3
12931,male,190.7,114,right,26,hispanic,3,2
12933,male,163.9,88.2,right,43,white,1,3
12936,male,178.4,87.8,right,41,black,3,3
12941,male,165.7,87.4,right,26,hispanic,1,2
12942,male,174.3,73.4,right,48,white,2,3
12943,male,176.3,99.9,right,41,white,3,3
12946,male,168.8,90.2,left,31,white,2,2
12948,male,175.1,88.2,right,28,white,2,2
12952,male,180.8,85.7,right,36,white,3,3
12953,male,181.8,86.2,left,24,hispanic,3,1
12954,male,167,84.1,right,41,white,1,3
12955,male,189.3,108.4,right,27,white,3,2
12956,male,180.2,81.6,right,29,white,3,2
12958,male,169.7,91.4,right,27,white,2,2
12959,male,172.2,93,right,31,white,2,2
12960,male,174.5,89.7,left,45,white,2,3
12962,male,172.9,98.2,right,37,white,2,3
12963,male,174,82.9,right,42,white,2,3
12966,male,167.4,77.1,right,36,hispanic,1,3
12968,male,174.2,90.3,right,32,white,2,2
12969,male,177.7,88,right,29,white,3,2
12971,male,178,104.3,right,41,white,3,3
12972,male,160,63.3,right,27,black,1,2
12973,male,170.7,97.3,right,30,white,2,2
12974,male,178.1,79.7,right,49,white,3,3
13041,male,176.5,72,right,19,white,3,1
13042,male,178.4,65.9,right,19,white,3,1
13043,male,180.8,124.7,right,28,white,3,2
13045,male,170.2,82.1,right,30,white,2,2
13046,male,177.7,75.9,right,24,white,3,1
13047,male,172.8,77.4,right,25,white,2,2
13048,male,174.6,77.5,right,30,asian,2,2
13050,male,171.7,78.5,left,21,white,2,1
13052,male,180.9,75.3,right,30,black,3,2
13054,male,174.2,87.2,left,19,black,2,1
13055,male,194.6,91.8,right,22,white,3,1
13056,male,178.7,90,left,24,white,3,1
13059,male,182.5,82.5,right,25,white,3,2
13067,male,191.5,87.7,left,22,white,3,1
13070,male,183.1,86,right,18,black,3,1
13071,male,179.8,93.2,right,20,white,3,1
13080,male,177,69.9,right,19,black,3,1
13084,male,173.3,72.3,right,18,native_american,2,1
13094,male,170.6,70.4,right,20,hispanic,2,1
13096,male,180.2,83.7,left,30,black,3,2
13098,male,170.7,79.5,right,25,white,2,2
13110,male,173.6,122.2,right,27,hispanic,2,2
13112,male,178.7,97.4,left,31,white,3,2
13113,male,161.3,68.4,right,31,white,1,2
13117,male,163.8,58.4,right,23,pacific_islander,1,1
13183,male,177.9,96.1,right,32,white,3,2
13193,male,177,66.6,right,29,black,3,2
13199,male,173.4,93.8,right,29,white,2,2
13207,male,171.2,77.6,right,34,hispanic,2,3
13217,male,181.7,90.3,right,27,white,3,2
13226,male,161.8,60.1,right,27,black,1,2
13242,male,167.3,73.2,right,26,hispanic,1,2
13243,male,174.5,102.6,left,33,hispanic,2,3
13249,male,183.6,67.5,left,23,black,3,1
13260,male,172.2,73.8,right,38,black,2,3
13302,male,171.8,94.1,right,37,white,2,3
13303,male,182.4,75.9,right,23,white,3,1
13304,male,194.1,88.7,left,30,white,3,2
13305,male,188.3,65,right,33,white,3,3
13308,male,183.8,74.2,right,20,white,3,1
13311,male,177.2,75.6,right,26,white,3,2
13331,male,179.7,109.5,right,25,black,3,2
13338,male,169.9,66.9,right,24,white,2,1
13339,male,170,104.5,right,30,hispanic,2,2
13341,male,170.7,81.7,right,39,white,2,3
13350,male,181.8,87.4,right,24,black,3,1
13522,male,170.8,69.1,right,37,hispanic,2,3
13572,male,178.7,83.6,right,24,black,3,1
13578,male,175,67.8,right,48,white,2,3
13580,male,174.2,95,either,30,white,2,2
13595,male,162.3,91.5,right,43,white,1,3
13627,male,177.1,82.4,right,23,white,3,1
13631,male,172.4,81.6,right,38,white,2,3
13634,male,195.1,99.6,right,27,white,3,2
13638,male,172.9,70.5,right,20,black,2,1
13647,male,171.9,59.6,right,20,white,2,1
13648,male,172.3,89.9,right,22,black,2,1
13650,male,169.4,82.2,right,32,white,2,2
13658,male,169.1,79.9,right,29,white,2,2
13669,male,173.3,78.6,right,37,black,2,3
13670,male,167.7,76.6,right,30,hispanic,2,2
13673,male,175.8,66.7,right,42,black,2,3
13674,male,189.9,120.9,right,40,white,3,3
13676,male,176.1,77.8,right,47,white,3,3
13677,male,171.6,74.4,right,44,black,2,3
13679,male,174.1,93.1,right,44,white,2,3
13680,male,177.4,88.2,right,37,white,3,3
13682,male,171.4,84.6,left,42,white,2,3
13683,male,174.5,96.1,right,38,white,2,3
13684,male,175.4,101.4,right,50,white,2,3
13687,male,172.7,85.4,right,47,white,2,3
13692,male,177.4,90.5,right,49,hispanic,3,3
13693,male,175.6,99,right,44,white,2,3
13694,male,175.6,82.2,right,45,white,2,3
13700,male,177.4,87.6,left,45,white,3,3
13705,male,168.1,86,right,43,asian,2,3
13706,male,170.2,85.8,right,41,white,2,3
13708,male,173.5,90.9,left,36,white,2,3
13712,male,174.4,99.8,right,51,hispanic,2,3
13714,male,173.2,91.7,right,43,black,2,3
13715,male,171.1,78.8,right,40,white,2,3
13718,male,163.5,69.7,right,56,white,1,3
13720,male,170.6,80.6,right,38,white,2,3
13723,male,177.1,86.1,right,44,white,3,3
13724,male,179.2,108.2,right,41,hispanic,3,3
13726,male,183.1,94.9,right,37,hispanic,3,3
13727,male,185.2,99.3,right,42,white,3,3
13728,male,182.1,99.5,right,38,white,3,3
13749,male,175.4,101.8,right,46,native_american,2,3
13754,male,168.4,73.9,right,49,white,2,3
13756,male,170.9,90.1,right,49,white,2,3
13759,male,182.6,97.1,left,41,black,3,3
13763,male,179.5,89.7,right,35,white,3,3
13764,male,178.2,78,right,37,white,3,3
13765,male,176.9,99.1,right,50,white,3,3
13766,male,174.5,87.2,right,40,white,2,3
13767,male,180.3,94.6,right,44,black,3,3
13768,male,173.5,90.9,right,39,hispanic,2,3
13769,male,178.5,71.7,right,37,white,3,3
13773,male,166.1,73.2,left,45,hispanic,1,3
13774,male,178.4,107.5,right,40,black,3,3
13777,male,177.3,81.3,right,48,pacific_islander,3,3
13778,male,179,94.9,right,38,white,3,3
13780,male,172.5,84.6,right,38,white,2,3
13781,male,183,79.5,right,41,white,3,3
13783,male,169.9,84.4,right,50,black,2,3
13784,male,177.3,74.7,right,37,white,3,3
13785,male,169,73.6,right,53,white,2,3
13787,male,177.4,86.2,right,46,white,3,3
13789,male,173.4,78.4,right,38,white,2,3
13791,male,180.4,101.4,right,41,black,3,3
13795,male,165.5,71.6,right,45,black,1,3
13796,male,176.5,79.6,right,36,white,3,3
13797,male,178.1,94.5,right,50,white,3,3
13798,male,187.1,85.8,right,40,white,3,3
13799,male,156.6,86.7,right,46,black,1,3
13801,male,178.2,87.1,left,38,white,3,3
13802,male,173.7,95.2,right,46,black,2,3
13806,male,175,80,right,42,hispanic,2,3
13807,male,190.4,105.4,right,48,black,3,3
13811,male,178.5,84.8,right,44,white,3,3
13814,male,176.3,89.5,right,40,white,3,3
13815,male,173.5,81.7,right,41,hispanic,2,3
13816,male,172.7,90.3,right,46,hispanic,2,3
13817,male,190.3,122.3,right,47,white,3,3
13820,male,178.8,92.5,right,40,white,3,3
13821,male,182.1,105.6,right,44,white,3,3
13822,male,164.7,91.4,right,44,white,1,3
13825,male,187.3,96.3,right,39,white,3,3
13828,male,175.6,79.1,right,39,black,2,3
13829,male,179.4,108.3,right,39,black,3,3
13831,male,173.2,97.4,right,49,white,2,3
13832,male,167.8,84.6,right,49,black,2,3
13833,male,180.6,107.4,right,39,white,3,3
13835,male,161.1,75.9,right,43,white,1,3
13836,male,189,112.9,right,39,white,3,3
13837,male,178.3,93.3,left,45,black,3,3
13838,male,185.7,104,right,42,white,3,3
13840,male,177.4,91.4,right,39,white,3,3
13841,male,184.3,110.7,right,43,black,3,3
13842,male,172.9,95.9,left,40,black,2,3
13843,male,194,106.4,right,44,black,3,3
13845,male,172.1,78.8,right,41,black,2,3
13848,male,182.8,90,right,44,white,3,3
13849,male,176.2,90.3,left,38,white,3,3
13851,male,171.5,80.9,left,44,white,2,3
13854,male,178.3,87.2,right,47,white,3,3
13856,male,170.7,89.3,right,40,white,2,3
13858,male,181.2,93.4,right,41,white,3,3
13861,male,186,88.8,right,39,white,3,3
13863,male,176.8,89.1,right,40,black,3,3
13865,male,176.1,95.4,right,39,black,3,3
13869,male,172.2,95.8,right,43,black,2,3
13871,male,178.9,81.2,left,53,white,3,3
13872,male,178,102.4,right,44,white,3,3
13873,male,176.8,84.6,right,48,hispanic,3,3
13874,male,165.9,89.3,right,43,black,1,3
13875,male,173.3,78.4,right,39,white,2,3
13878,male,192.4,101.4,right,47,white,3,3
13879,male,169.8,80.1,right,39,white,2,3
13882,male,179.1,100.3,right,41,white,3,3
13883,male,180,87.1,right,37,white,3,3
13884,male,184.8,92.8,right,51,white,3,3
13886,male,174.7,80.9,right,44,white,2,3
13887,male,190.5,117.1,right,39,black,3,3
13888,male,167.1,88.2,right,41,black,1,3
13901,male,166.9,74.9,right,49,hispanic,1,3
13902,male,181,95.7,right,47,white,3,3
13903,male,186.5,88.1,right,42,white,3,3
13904,male,180.1,71,right,48,white,3,3
13905,male,170.7,78.8,right,44,hispanic,2,3
13906,male,170.7,84.4,right,38,white,2,3
13909,male,171.5,89.5,right,40,black,2,3
13912,male,180.3,93.1,right,45,black,3,3
13914,male,171.7,90.4,right,41,hispanic,2,3
13915,male,182.3,106.1,right,40,white,3,3
13916,male,176.8,85.8,right,44,white,3,3
13917,male,162.2,85.8,right,41,white,1,3
13918,male,178,90.9,right,44,black,3,3
13919,male,171.6,93.9,right,46,black,2,3
13925,male,177.8,109.7,right,39,black,3,3
13927,male,170.4,66.9,right,42,hispanic,2,3
13928,male,178.3,85.6,right,49,white,3,3
13929,male,177.5,96.4,right,45,white,3,3
13930,male,174.9,75.9,left,38,white,2,3
13931,male,179.4,81.8,right,36,white,3,3
13932,male,172.4,88.5,right,44,black,2,3
13934,male,183.1,104.6,right,42,black,3,3
13935,male,186.7,90.5,right,48,black,3,3
13936,male,179.4,85.6,right,40,white,3,3
13937,male,177.7,89.3,right,40,black,3,3
13938,male,177.1,82.7,right,41,white,3,3
13939,male,180.5,101.2,right,46,white,3,3
13941,male,173.9,83.2,left,40,white,2,3
13942,male,173.3,94.2,right,48,white,2,3
13943,male,169.4,96.6,right,45,white,2,3
13944,male,182.1,103.6,right,47,black,3,3
13945,male,176.5,78.8,right,42,white,3,3
13946,male,177.9,87.3,right,41,white,3,3
13947,male,180.2,92.6,right,38,black,3,3
13949,male,178.3,84.6,right,44,white,3,3
13950,male,185.3,87.8,right,40,white,3,3
13951,male,174.4,80.8,right,43,white,2,3
13954,male,170.9,81.6,right,45,white,2,3
13955,male,185.5,89.5,right,39,white,3,3
13956,male,176.5,88.2,right,41,hispanic,3,3
13958,male,176.4,89,right,45,black,3,3
13959,male,180.7,101.5,right,42,black,3,3
13963,male,177.5,89.5,right,46,black,3,3
13965,male,176,79.5,right,48,black,3,3
13966,male,185.1,91.5,right,36,white,3,3
13967,male,173.4,73.4,right,53,white,2,3
13969,male,178.1,108.7,right,45,black,3,3
13970,male,175.8,95.9,right,40,hispanic,2,3
13971,male,163.5,74.3,right,53,hispanic,1,3
13973,male,174.5,83.7,right,41,white,2,3
13976,male,174,79.1,right,40,white,2,3
13977,male,173.9,85.1,right,47,white,2,3
13978,male,177.4,80.2,right,39,white,3,3
13979,male,180.2,95.8,right,38,white,3,3
13980,male,172.8,82.8,right,43,black,2,3
13981,male,171,77.9,right,46,white,2,3
13982,male,173.5,83.3,right,45,black,2,3
13992,male,167.1,57.8,right,40,black,1,3
13993,male,179.1,105.5,left,45,white,3,3
13994,male,179.4,89.8,right,39,white,3,3
13996,male,185.3,93.7,right,38,white,3,3
13997,male,171.2,88.7,right,40,white,2,3
13999,male,177.7,79.7,right,44,white,3,3
14000,male,181.5,100.1,right,39,white,3,3
14001,male,185.9,82.7,right,52,black,3,3
14003,male,160.9,77.1,right,54,white,1,3
14005,male,166,84.4,right,42,black,1,3
14006,male,186.3,95.3,right,43,white,3,3
14007,male,181.9,77.9,right,56,white,3,3
14009,male,172.6,71.3,right,46,white,2,3
14010,male,171.7,106.4,right,42,white,2,3
14011,male,176.2,94.4,right,47,white,3,3
14012,male,178.2,81,right,46,black,3,3
14013,male,178.2,80.8,right,46,black,3,3
14014,male,173.4,82.6,right,51,hispanic,2,3
14016,male,152.8,66.3,right,50,asian,1,3
14019,male,175,72.5,right,22,white,2,1
14021,male,179.3,76.6,right,41,white,3,3
14022,male,170.6,76.6,right,44,white,2,3
14023,male,179.4,104.7,left,47,black,3,3
14026,male,177.8,72.7,right,28,hispanic,3,2
14029,male,170,79.7,right,35,white,2,3
14030,male,168.9,95,right,57,white,2,3
14031,male,165.9,87.4,right,33,asian,1,3
14032,male,165.3,91.4,right,41,asian,1,3
14033,male,164.7,85.2,right,42,hispanic,1,3
14036,male,179.4,78.2,left,22,white,3,1
14037,male,168.1,76.2,right,40,hispanic,2,3
14038,male,170,90.8,right,38,hispanic,2,3
14039,male,175.5,76.7,right,34,white,2,3
14040,male,171,85.9,right,30,white,2,2
14041,male,184.5,106.7,right,26,white,3,2
14043,male,169.6,84.9,right,31,hispanic,2,2
14044,male,179.2,70,right,20,white,3,1
14045,male,173.5,65.7,left,24,hispanic,2,1
14047,male,167.7,84.5,right,26,white,2,2
14048,male,176.7,98.7,right,53,black,3,3
14062,male,175.1,85.7,right,58,white,2,3
14063,male,176.9,104.5,right,35,hispanic,3,3
14064,male,173.6,89.3,right,49,white,2,3
14066,male,187.3,103.2,right,35,white,3,3
14067,male,174.3,89.4,right,21,white,2,1
14068,male,177.5,66.6,right,24,white,3,1
14069,male,171.7,89,right,22,white,2,1
14070,male,170.6,105.6,left,37,black,2,3
14071,male,176.1,84.3,right,36,white,3,3
14072,male,166,74.6,left,31,white,1,2
14073,male,166.5,59.7,right,41,white,1,3
14074,male,177.3,82.6,right,31,black,3,2
14075,male,173.5,90.7,right,33,hispanic,2,3
14076,male,172.3,87.7,right,41,hispanic,2,3
14077,male,169.3,68.5,right,25,hispanic,2,2
14078,male,172.8,76.7,right,31,white,2,2
14079,male,180.9,108.1,right,45,white,3,3
14081,male,167.1,77.2,right,33,white,1,3
14082,male,177.5,82.9,right,27,white,3,2
14083,male,172.7,85.7,right,22,white,2,1
14085,male,167.5,69.1,right,31,white,1,2
14086,male,169.7,80.6,right,40,white,2,3
14087,male,176,73.7,right,41,white,3,3
14088,male,176.6,77.5,right,22,white,3,1
14089,male,170.7,100.6,right,43,white,2,3
14090,male,179.8,86,right,44,white,3,3
14092,male,168.2,59.7,right,29,white,2,2
14093,male,174.7,97.9,right,42,white,2,3
14094,male,196.6,89.7,right,28,white,3,2
14095,male,173.7,101.6,right,30,white,2,2
14096,male,186.3,111.9,right,27,white,3,2
14097,male,185.7,71.1,right,26,white,3,2
14098,male,184.9,105.7,right,30,white,3,2
14099,male,183.6,82.8,left,35,white,3,3
14101,male,173,85.1,right,30,white,2,2
14104,male,195,104.7,left,24,white,3,1
14106,male,163.7,78.1,right,39,black,1,3
14108,male,179.6,98.4,right,41,white,3,3
14109,male,169.2,76.1,left,44,white,2,3
14110,male,162.4,76.4,right,33,white,1,3
14114,male,162,97,either,23,white,1,1
14115,male,168.6,86.8,right,35,hispanic,2,3
14116,male,174.4,80.1,right,40,hispanic,2,3
14130,male,171.3,86.1,right,20,white,2,1
14131,male,175,79.4,right,35,white,2,3
14132,male,178.8,105.1,left,29,white,3,2
14133,male,183,84.8,right,29,black,3,2
14134,male,171.1,63,right,48,white,2,3
14141,male,184.1,134.4,right,26,white,3,2
14142,male,178.4,97.4,right,27,white,3,2
14143,male,191.5,80.4,right,22,white,3,1
14144,male,183.5,83.8,right,30,white,3,2
14146,male,190.5,126.2,right,25,white,3,2
14147,male,181.7,115.6,left,21,black,3,1
14148,male,184.7,105.3,right,36,white,3,3
14149,male,172.4,67.8,right,21,white,2,1
14151,male,178.2,95.7,right,50,white,3,3
14153,male,171.7,70.3,left,23,black,2,1
14154,male,178.1,65.7,right,20,white,3,1
14155,male,183.3,89.5,right,24,white,3,1
14156,male,174.1,75.8,right,26,white,2,2
14157,male,182.4,90.6,left,44,white,3,3
14158,male,176.6,72,right,25,white,3,2
14160,male,182.1,104.8,right,25,hispanic,3,2
14161,male,179.8,116.1,right,31,white,3,2
14164,male,183.2,86.6,right,21,white,3,1
14165,male,168.5,60.1,right,21,white,2,1
14168,male,178.8,112,right,24,white,3,1
14170,male,176.5,76.2,left,24,white,3,1
14171,male,181.8,127.8,right,20,white,3,1
14172,male,168.7,52.9,right,20,white,2,1
14175,male,175.1,91.8,right,35,white,2,3
14176,male,177.8,83,right,30,white,3,2
14177,male,180.9,105.3,right,44,hispanic,3,3
14178,male,178.7,89.9,right,51,white,3,3
14204,male,184.4,84.9,right,43,white,3,3
14205,male,179,82.3,right,45,white,3,3
14206,male,169.3,65.9,right,41,white,2,3
14208,male,173.4,78.8,right,28,white,2,2
14209,male,183.4,78.7,right,31,black,3,2
14210,male,183,95.4,right,36,white,3,3
14211,male,184.2,97,right,38,white,3,3
14212,male,187.6,105.2,left,31,white,3,2
14213,male,166.5,64.9,right,20,white,1,1
14214,male,189,102.4,left,48,white,3,3
14215,male,173.7,77.4,left,39,white,2,3
14216,male,185.6,89.1,right,41,white,3,3
14217,male,182.7,70.1,right,33,black,3,3
14243,male,177.2,95.3,right,39,hispanic,3,3
14244,male,172.5,102.9,right,47,white,2,3
14245,male,174.1,71.7,right,20,white,2,1
14260,male,192.4,113.4,right,43,white,3,3
14262,male,185.2,92.4,right,27,white,3,2
14263,male,183.3,97.5,right,35,white,3,3
14268,male,164.8,75.4,right,22,hispanic,1,1
14269,male,173.3,82.6,right,29,white,2,2
14270,male,168.1,93.1,right,26,white,2,2
14271,male,174.5,111.2,right,23,white,2,1
14272,male,170,80.8,right,21,white,2,1
14273,male,168.9,81.1,right,22,white,2,1
14274,male,180.3,96.2,right,26,white,3,2
14278,male,186.1,100.3,right,24,white,3,1
14280,male,175.4,99.9,right,21,white,2,1
14283,male,181.7,100.3,right,45,white,3,3
14287,male,170.9,77.3,right,25,white,2,2
14288,male,180.2,78.2,right,19,white,3,1
14290,male,183.7,95.6,right,21,white,3,1
14291,male,177.1,66,right,19,white,3,1
14296,male,187.9,108.7,right,32,white,3,2
14297,male,184.9,110.7,right,20,white,3,1
14298,male,173.5,93.5,right,26,white,2,2
14300,male,180.7,84.8,right,34,white,3,3
14302,male,179.1,96.3,right,22,white,3,1
14307,male,170,64.6,left,19,white,2,1
14308,male,186.2,102.6,right,21,white,3,1
14312,male,172.7,88.4,right,23,hispanic,2,1
14313,male,168.4,67.4,right,22,white,2,1
14316,male,170.9,82.3,right,23,white,2,1
14317,male,176.1,73,right,26,white,3,2
14318,male,172.5,88.9,right,32,hispanic,2,2
14319,male,165.7,77.1,right,20,hispanic,1,1
14320,male,173.8,69.9,right,21,white,2,1
14321,male,193.6,83.1,left,20,white,3,1
14323,male,186.9,116.3,right,26,white,3,2
14326,male,183.4,98.6,right,23,white,3,1
14327,male,192.8,132.5,right,26,black,3,2
14328,male,183.1,104.8,right,20,white,3,1
14329,male,175.8,82.4,right,21,white,2,1
14331,male,172.1,65,right,21,white,2,1
14332,male,188.3,96.1,right,20,white,3,1
14333,male,181.1,97.9,right,28,white,3,2
14334,male,170,54,right,19,white,2,1
14335,male,166.4,60.8,right,21,asian,1,1
14342,male,173.3,73.9,right,24,hispanic,2,1
14343,male,183.9,104.4,right,21,white,3,1
14344,male,160,39.3,right,25,white,1,2
14348,male,177.1,89.7,right,21,white,3,1
14349,male,185.9,125.8,right,25,black,3,2
14351,male,183.9,81.6,right,19,black,3,1
14353,male,175.9,73.4,right,20,white,3,1
14357,male,168.8,87.5,right,36,white,2,3
14370,male,179.2,75.3,right,19,hispanic,3,1
14371,male,179,81.9,left,18,white,3,1
14373,male,177.3,85.2,right,22,white,3,1
14374,male,176.5,65.5,right,20,white,3,1
14375,male,173.2,99.7,right,23,white,2,1
14376,male,181,86.1,right,18,white,3,1
14377,male,172.8,59.3,right,20,hispanic,2,1
14378,male,181.4,101.9,right,21,white,3,1
14380,male,177.2,79.5,right,20,white,3,1
14381,male,175,70.9,right,21,white,2,1
14382,male,180.3,78.3,right,19,white,3,1
14383,male,173.7,72.7,right,19,white,2,1
14385,male,183.9,86.7,right,23,white,3,1
14387,male,188,99.1,right,21,white,3,1
14388,male,178.5,82.8,right,20,white,3,1
14389,male,179.4,84,right,18,white,3,1
14390,male,172.8,82.3,right,20,white,2,1
14391,male,169.9,70.8,right,22,hispanic,2,1
14393,male,177.1,67,right,18,white,3,1
14394,male,176.8,70.3,right,34,white,3,3
14395,male,171.2,90.2,right,22,white,2,1
14396,male,167.4,60,right,24,white,1,1
14397,male,172.9,91,right,32,hispanic,2,2
14398,male,174.6,91.2,left,24,asian,2,1
14401,male,160.9,83.7,right,28,white,1,2
14402,male,179.7,82,right,31,white,3,2
14403,male,180.9,115.5,right,32,white,3,2
