subject,item,accuracy,latency,length,frequency
2,nylon,1,492,5,6.94
2,ocean,1,440,5,20.23
2,octave,1,430,6,2.3
2,onslaught,1,456,9,3.18
2,onus,1,576,4,2.41
2,ordeal,1,512,6,6.06
2,ounce,1,428,5,3.38
2,oven,1,508,4,13.48
2,owl,1,430,3,11.51
2,ozone,1,461,5,12.85
2,paisley,1,632,7,6.98
2,pal,1,430,3,5.42
2,palace,1,419,6,50.26
2,palate,1,511,6,1.56
2,pancreas,1,665,8,1.86
2,parcel,1,484,6,7.32
2,parquet,1,725,7,1.43
2,pastor,1,575,6,2.58
2,patten,1,509,6,8.76
2,pea,1,385,3,1.73
2,pear,1,492,4,2.31
2,peasant,1,480,7,16.45
2,peat,1,456,4,8.98
2,pebble,1,395,6,1.93
2,pelvis,1,475,6,2.02
2,penis,1,487,5,5.34
2,pep,1,1132,3,2.13
2,peril,1,410,5,2.98
2,pest,1,447,4,4.85
2,petrol,1,430,6,23.68
2,pie,1,400,3,11.59
2,pier,1,477,4,5.56
2,pigment,1,423,7,2.24
2,pilgrim,1,548,7,2.14
2,pill,1,446,4,5.98
2,pillar,1,1198,6,4.88
2,piston,1,484,6,1.76
2,plaid,1,395,5,1.14
2,planet,1,438,6,18.09
2,plasma,1,437,6,9.72
2,ploy,1,427,4,2.97
2,poet,1,397,4,22.18
2,polo,1,427,4,5.65
2,poly,1,608,4,2.86
2,pomp,1,537,4,1.25
2,pore,1,437,4,2.72
2,prison,1,411,6,64.3
2,prose,1,579,5,9
2,proton,1,447,6,2.05
2,psyche,1,854,6,2.46
2,pudding,1,424,7,8.85
2,pursuit,1,428,7,12.85
2,quartz,1,511,6,2.52
2,quay,1,574,4,4.69
2,quota,1,466,5,8.48
2,relic,1,486,5,2
2,ribbon,1,490,6,6.69
2,rice,1,408,4,17.06
2,rift,1,514,4,4.54
2,road,1,358,4,274.01
2,robin,1,420,5,21.27
2,rod,1,401,3,13.74
2,rota,1,489,4,1.66
2,rowan,1,511,5,1.43
2,rubble,1,412,6,4.22
2,rug,1,478,3,7.27
2,rugby,1,461,5,34.45
2,rune,1,458,4,3.59
2,sac,1,527,3,1.38
2,saga,1,495,4,4.24
2,sale,1,394,4,90.27
2,saloon,1,390,6,5.56
2,sash,1,421,4,1.81
2,savoy,1,660,5,3.51
2,scandal,1,547,7,14.73
2,scarf,1,483,5,5.6
2,scene,1,448,5,68.04
2,schema,1,515,6,2.78
2,sea,1,430,3,130.45
2,self,1,414,4,36.78
2,sequel,1,509,6,2.63
2,sergeant,1,501,8,26.33
2,sermon,1,457,6,3.97
2,shah,1,3780,4,10.89
2,sheen,1,438,5,2.24
2,sheet,1,369,5,42.23
2,shelf,1,420,5,14.21
2,sheriff,1,432,7,9.48
2,shire,1,490,5,2.81
2,shirt,1,423,5,28.03
2,sib,0,1572,3,2.28
2,silt,1,882,4,1.78
2,siren,1,517,5,2.57
2,skill,1,475,5,35.09
2,skull,1,413,5,11.36
2,sleeve,1,429,6,9.59
2,slogan,1,510,6,4.73
2,slough,1,425,6,2.21
2,slovak,0,471,6,3.65
2,sofa,1,388,4,10.22
2,son,1,476,3,131.03
2,song,1,414,4,39.96
2,soup,1,445,4,13.53
2,source,1,383,6,90.88
2,soy,1,510,3,1.1
2,soya,1,456,4,1.24
2,spa,1,481,3,5.25
2,spectre,1,451,7,2.47
2,sphere,1,479,6,12.49
2,spine,1,485,5,9.81
2,spire,1,562,5,2.33
2,spleen,1,556,6,1.5
2,spouse,1,417,6,6.33
2,squad,1,424,5,25.48
2,squadron,1,538,8,12.66
2,stance,1,496,6,17.45
2,status,1,459,6,86.56
2,stave,1,809,5,1.58
2,steak,1,443,5,4.81
2,steed,1,398,5,1.59
2,stench,1,460,6,2.9
2,stigma,1,535,6,2.76
2,stile,1,488,5,2.27
2,stool,1,416,5,8.64
2,street,1,431,6,196.14
2,stripe,1,517,6,1.87
2,stubble,1,709,7,2.06
2,success,1,380,7,134.03
2,suede,1,508,5,2.91
2,suite,1,514,5,14.8
2,surrey,1,699,6,16.23
2,synod,0,464,5,3.04
2,syrup,1,554,5,2.57
2,tab,1,417,3,3.22
2,tableau,1,537,7,2.04
2,tact,1,432,4,2.46
2,talent,1,414,6,20.95
2,tang,1,501,4,1.61
2,target,1,506,6,67.74
2,tavern,1,470,6,3.72
2,tea,1,371,3,86.19
2,technique,1,490,9,46.18
2,teens,1,654,5,3.67
2,theatre,1,455,7,59.06
2,theorem,1,879,7,3.66
2,thief,1,405,5,7.57
2,thigh,1,414,5,7.86
2,thorn,1,513,5,4.58
2,threat,1,441,6,56.56
2,thrush,1,498,6,2.93
2,tide,1,428,4,17.71
2,tier,1,531,4,3.9
2,tissue,1,449,6,20.54
2,tit,1,537,3,2.11
2,title,1,452,5,97.9
2,toad,1,527,4,3.05
2,toby,1,643,4,8.06
2,toffee,1,471,6,1.43
2,tomb,1,465,4,6.25
2,topaz,1,463,5,4.66
2,tor,1,747,3,2.23
2,torch,1,509,5,9.38
2,torrent,1,484,7,2.61
2,torso,1,419,5,2.31
2,tort,1,741,4,4.2
2,tortoise,1,470,8,1.78
2,town,1,389,4,183.06
2,trash,1,480,5,2.14
2,treason,1,398,7,3.54
2,tremor,1,488,6,2.14
2,tribe,1,471,5,7.38
2,tribune,1,484,7,3.4
2,trough,1,446,6,3.25
2,truce,1,450,5,4.35
2,truck,1,461,5,11.82
2,trunk,1,425,5,8.16
2,tsar,1,582,4,5.87
2,tumour,1,1916,6,9.4
2,twinge,1,506,6,1.18
2,tyre,1,528,4,5.91
2,ulster,1,627,6,24.26
2,vampire,1,465,7,1.48
2,van,1,409,3,42.89
2,vase,1,506,4,4.97
2,vector,1,489,6,6.63
2,vein,1,512,4,7.53
2,velvet,1,426,6,9.13
2,venue,1,458,5,11.97
2,verb,1,383,4,8.97
2,verge,1,403,5,6.48
2,victim,1,419,6,39.37
2,villa,1,482,5,20.9
2,vine,1,413,4,4.08
2,vinyl,1,509,5,3.16
2,virtue,1,425,6,18.86
2,vista,1,510,5,1.56
2,vogue,1,556,5,4
2,vole,1,575,4,1.29
2,vowel,1,451,5,4.01
2,wagon,1,429,5,5.99
2,wallet,1,427,6,5.99
2,wand,1,670,4,1.52
2,warden,1,516,6,7.65
2,warren,1,470,6,8.85
2,wasp,1,452,4,2.58
2,watt,1,689,4,6.55
2,weald,1,463,5,1.42
2,wealth,1,398,6,38.32
2,weapon,1,420,6,19.82
2,weasel,1,518,6,1.41
2,week,1,482,4,322.2
2,whim,1,478,4,2.49
2,wick,1,489,4,1.91
2,wife,1,483,4,171.06
2,wight,0,579,5,4.14
2,window,1,412,6,105.88
2,woe,1,481,3,1.87
2,womb,1,468,4,3.92
2,wool,1,485,4,17.83
2,wren,1,508,4,2.19
2,writ,1,516,4,5.52
2,yang,1,432,4,2.01
2,yankee,1,447,6,1.2
2,yard,1,397,4,32.67
2,yew,0,692,3,2.69
2,zeal,1,531,4,3.35
2,zen,1,539,3,4.3
2,zinc,1,487,4,4.42
2,zoo,1,431,3,7.68
3,ace,1,536,3,19.24
3,acorn,1,503,5,2.38
3,ale,1,455,3,6.63
3,almond,1,495,6,3.3
3,amir,0,493,4,1.27
3,amp,1,534,3,6.79
3,angel,1,532,5,15.17
3,anna,0,470,4,27.87
3,ant,1,469,3,4.43
3,anthem,0,437,6,3.07
3,antics,1,474,6,2.46
3,apex,0,387,4,3.21
3,april,0,401,5,147.07
3,apron,1,401,5,4.95
3,apse,0,443,4,1.23
3,aria,1,530,4,1.59
3,ark,1,531,3,3.25
3,ash,1,432,3,12.63
3,aspect,1,462,6,43.52
3,asset,1,501,5,20.46
3,asthma,1,612,6,6.53
3,athlete,1,441,7,3.66
3,atlas,0,593,5,2.59
3,aunt,1,430,4,30.68
3,aura,1,514,4,4.18
3,autumn,1,441,6,39.18
3,babe,1,440,4,2.01
3,bailiff,1,781,7,1.84
3,ballad,0,453,6,1.97
3,ballet,1,391,6,12.61
3,barn,0,384,4,13.33
3,baron,1,467,5,7.95
3,basalt,0,699,6,1.13
3,basin,1,484,5,12.17
3,basis,1,510,5,144.49
3,basket,1,411,6,13.51
3,beak,1,437,4,2.92
3,bean,0,691,4,5.34
3,beck,1,565,4,6.08
3,bee,1,449,3,5.23
3,beer,1,399,4,33.16
3,berry,1,438,5,4.71
3,beryl,1,1277,5,3.32
3,beta,1,517,4,6.58
3,bird,1,369,4,39.55
3,biscuit,1,406,7,5.79
3,bishop,0,486,6,46.33
3,blah,1,485,4,4.39
3,bliss,1,401,5,3.9
3,boar,1,441,4,3.92
3,bog,1,684,3,3.58
3,boon,0,568,4,2.95
3,borough,1,709,7,19.15
3,bout,0,334,4,4.13
3,bracken,1,499,7,2.35
3,bran,1,621,4,1.77
3,bread,1,532,5,37.7
3,brick,1,504,5,18.61
3,briton,1,559,6,2.49
3,brooch,1,441,6,2.03
3,broom,1,403,5,3.32
3,broth,1,502,5,1.49
3,brothel,1,473,7,1.65
3,brow,1,405,4,7.86
3,brunt,1,1252,5,2.21
3,bulb,1,413,4,4.5
3,bullet,1,418,6,7.17
3,bun,1,525,3,2.58
3,burton,0,436,6,8.18
3,cad,1,570,3,2.81
3,cadet,0,563,5,2.04
3,cairn,0,407,5,1.49
3,calf,1,572,4,6.48
3,cam,0,488,3,4.25
3,camel,1,425,5,4.19
3,campus,1,522,6,6.29
3,canal,1,413,5,21.63
3,candle,1,411,6,8.02
3,canon,1,565,5,9.91
3,canteen,1,471,7,5.64
3,canyon,1,644,6,2.54
3,cape,1,598,4,9.93
3,carcass,1,496,7,1.4
3,carton,1,496,6,1.57
3,caste,0,450,5,2.54
3,cello,1,529,5,1.92
3,census,1,635,6,10.37
3,cereal,1,441,6,4.77
3,chalet,1,777,6,1.27
3,cheddar,1,466,7,1.47
3,cheese,1,403,6,25.89
3,chef,1,463,4,7
3,chess,1,483,5,7.03
3,child,1,509,5,243.97
3,chin,1,421,4,16.11
3,choir,1,479,5,10.12
3,chore,1,481,5,1.44
3,chrome,1,502,6,1.93
3,cigar,1,485,5,4.9
3,circus,1,476,6,7.6
3,clause,1,525,6,36.32
3,clay,1,531,4,15.99
3,col,0,577,3,3.65
3,college,1,493,7,102.39
3,comet,1,498,5,2.64
3,condom,1,438,6,2.54
3,conduit,0,523,7,1.73
3,consul,0,443,6,2.09
3,convent,1,648,7,5.51
3,copse,0,506,5,1.25
3,cordon,1,478,6,1.61
3,cortex,1,644,6,3.69
3,costume,1,511,7,6.73
3,cotton,1,364,6,24.4
3,coup,1,661,4,16.97
3,coupon,1,433,6,5.81
3,cousin,1,569,6,18.09
3,cove,0,442,4,2.85
3,crag,0,573,4,4
3,creek,1,672,5,3.18
3,croft,1,634,5,2.54
3,crust,1,460,5,6.64
3,crux,1,489,4,2.23
3,crypt,1,702,5,3.54
3,crystal,1,431,7,21.11
3,culprit,1,545,7,1.97
3,cult,1,638,4,9.11
3,curfew,1,464,6,2.47
3,dad,1,537,3,73.2
3,debt,1,626,4,54.15
3,deceit,1,496,6,2.15
3,deed,1,576,4,6.63
3,delta,0,416,5,6.85
3,demon,1,490,5,3
3,den,1,513,3,4.86
3,depot,1,638,5,6.93
3,desk,1,356,4,45.15
3,dessert,1,435,7,3.1
3,diesel,1,429,6,12.97
3,digit,0,562,5,2.04
3,disc,1,531,4,16.24
3,disco,1,481,5,7.62
3,dolphin,1,459,7,7.81
3,dome,1,528,4,6.52
3,door,1,409,4,253.65
3,dough,1,437,5,3.25
3,drama,1,387,5,35.58
3,drought,1,495,7,6.44
3,duff,1,742,4,2.28
3,duke,1,533,4,33.42
3,dune,1,506,4,1.72
3,dusk,1,478,4,6.18
3,duvet,1,432,5,2.69
3,earl,1,546,4,23.4
3,easel,1,507,5,1.77
3,easter,1,405,6,17.94
3,eel,1,440,3,1.91
3,effort,1,475,6,77.93
3,egg,1,418,3,25.16
3,elf,1,460,3,3.39
3,elite,1,453,5,13
3,emblem,1,443,6,1.97
3,engine,1,472,6,50.12
3,epoch,1,940,5,1.8
3,era,1,511,3,22.32
3,ewe,1,582,3,1.32
3,ex,1,475,2,8.34
3,faeces,0,511,6,3.19
3,faith,1,381,5,52.8
3,falcon,1,550,6,2.79
3,famine,1,609,6,6.67
3,farce,1,573,5,3.19
3,fibre,1,466,5,15.34
3,fife,0,466,4,4.13
3,fig,1,576,3,16.46
3,filth,1,511,5,2.82
3,fin,1,512,3,3.1
3,finch,1,557,5,2.97
3,fir,0,460,3,2.51
3,firth,0,557,5,3.51
3,fist,1,529,4,9.83
3,flair,1,540,5,3.66
3,flask,1,521,5,3.07
3,flint,0,565,5,5.19
3,flue,0,862,4,1.69
3,flux,0,450,4,5
3,foetus,1,624,6,2.39
3,fondant,1,498,7,2.5
3,food,1,411,4,189.92
3,forest,1,459,6,72.37
3,format,1,412,6,22.85
3,fortune,1,387,7,21.26
3,franc,1,1515,5,2.98
3,franklin,1,463,8,4.61
3,friar,0,371,5,4.06
3,friend,1,468,6,168.63
3,frock,1,450,5,2.34
3,gait,0,519,4,1.58
3,gal,1,534,3,1.44
3,gala,1,539,4,4.22
3,gale,1,546,4,4.59
3,gamma,0,357,5,3.83
3,gang,1,508,4,15.51
3,gap,1,478,3,34.42
3,garlic,1,402,6,8.02
3,gen,0,563,3,3.86
3,gene,1,480,4,22.4
3,genre,1,474,5,6.05
3,genus,0,548,5,3.71
3,ghetto,1,675,6,2.15
3,giant,1,1472,5,27.78
3,gill,1,476,4,8.06
3,girl,1,472,4,157.62
3,gist,0,446,4,1.66
3,glass,1,446,5,98.56
3,glee,1,464,4,1.73
3,globe,1,505,5,6.84
3,gloom,1,437,5,9.76
3,glove,1,364,5,3.92
3,goblin,1,462,6,4.26
3,grid,1,373,4,11.39
3,griffin,1,414,7,3.09
3,grove,1,516,5,7.33
3,guise,1,574,5,3.97
3,guitar,1,635,6,27.05
3,gulf,1,413,4,33.42
3,gun,1,416,3,35.04
3,hall,1,404,4,121.47
3,hangar,0,598,6,2.25
3,hank,1,515,4,3.55
3,harp,1,406,4,2.81
3,haven,0,601,5,6.6
3,havoc,1,479,5,3.41
3,hay,1,620,3,11.32
3,heathen,1,500,7,1.2
3,height,1,443,6,37.81
3,heir,1,483,4,9.85
3,helmet,1,430,6,6.9
3,hero,1,398,4,22.99
3,hill,1,346,4,70.88
3,hockey,1,543,6,6.01
3,horde,0,498,5,1.65
3,horn,1,472,4,10.2
3,horror,1,501,6,21.26
3,hostel,1,493,6,5.37
3,hour,1,397,4,113.36
3,hydra,0,570,5,1.77
3,hygiene,1,476,7,7.79
3,id,0,429,2,4.21
3,incest,1,446,6,3.05
3,islam,1,524,5,6.87
3,isle,1,574,4,13.8
3,ivy,1,580,3,6.11
3,jade,1,565,4,4.1
3,jaguar,1,577,6,5.09
3,jargon,1,434,6,5.21
3,jay,1,566,3,9.4
3,jew,1,375,3,4.19
3,jihad,0,687,5,1.12
3,joy,1,511,3,29.56
3,junta,0,489,5,1.85
3,kernel,0,416,6,2.2
3,kestrel,1,747,7,1.44
3,kettle,1,434,6,9.25
3,kilo,0,439,4,1.53
3,kin,1,500,3,8.09
3,kit,1,409,3,18.5
3,kite,1,430,4,7.16
3,kiwi,1,549,4,1.98
3,la,0,626,2,47.54
3,laird,0,467,5,2.81
3,lake,1,405,4,39.66
3,lamp,1,430,4,13.58
3,lark,1,468,4,2.5
3,lattice,0,601,7,3.5
3,laurel,0,384,6,2.08
3,lava,0,426,4,4.64
3,lea,0,508,3,10.1
3,ledge,1,580,5,3.81
3,leech,1,523,5,1.88
3,legend,1,598,6,12.49
3,lens,1,497,4,6.72
3,leopard,1,492,7,2.39
3,lesson,1,427,6,22.78
3,lettuce,1,419,7,3.98
3,ley,0,431,3,1.98
3,lily,1,598,4,16.03
3,limb,1,586,4,6.5
3,linen,1,421,5,9.55
3,liquor,1,458,6,4.32
3,litre,1,526,5,5.09
3,lobe,1,501,4,1.65
3,loch,1,651,4,13.07
3,lotus,0,346,5,8.65
3,lough,0,418,5,2.51
3,louvre,0,499,6,2.04
3,lust,1,458,4,4.92
3,lustre,0,412,6,1.54
3,maggot,1,465,6,2.35
3,magma,0,557,5,1.89
3,maid,1,481,4,9.43
3,maize,0,1199,5,3.3
3,mama,1,673,4,5.56
3,mammoth,1,455,7,2.09
3,mane,1,501,4,1.8
3,manor,1,460,5,19.12
3,maple,1,527,5,3.75
3,marble,1,484,6,13.75
3,marquee,1,574,7,2.2
3,martin,1,593,6,53.15
3,mattress,1,453,8,5.04
3,mead,1,637,4,2.75
3,medal,1,475,5,11.16
3,membrane,1,553,8,8.86
3,merchant,1,433,8,18.41
3,methyl,0,645,6,1.75
3,mini,1,523,4,8.07
3,moat,1,392,4,2.84
3,mode,1,489,4,27.35
3,mogul,0,469,5,1.57
3,monarch,1,499,7,7.63
3,monkey,1,423,6,5.81
3,month,1,472,5,150.11
3,moon,1,357,4,29.77
3,moth,1,523,4,2.8
3,motto,1,417,5,3.46
3,mound,0,477,5,4.87
3,mountain,1,424,8,39.61
3,mousse,1,570,6,2.23
3,mule,1,403,4,1.88
3,murphy,1,678,6,9.6
3,muscle,1,433,6,17.83
3,music,1,398,5,150.19
3,mutton,1,480,6,2.01
3,myth,1,497,4,14.94
3,napkin,0,464,6,1.96
3,neighbour,1,434,9,17.76
3,nelson,0,442,6,10.04
3,neon,1,425,4,2.54
3,news,1,355,4,145.58
3,niece,1,468,5,4.77
3,noise,1,443,5,46.56
3,norm,1,442,4,10.03
3,nozzle,1,441,6,1.81
3,nun,0,388,3,4.45
3,oak,1,418,3,16.35
3,oath,1,439,4,5.47
3,oboe,1,504,4,1.32
3,opus,1,570,4,1.16
3,orchard,1,535,7,5.24
3,orchid,0,390,6,2.1
3,ordnance,0,448,8,3.95
3,ore,0,509,3,4.82
3,organ,1,435,5,13.4
3,oscar,1,513,5,6.54
3,ostrich,1,538,7,1.37
3,ox,1,581,2,1.92
3,oxide,1,506,5,4.02
3,pact,1,514,4,10.7
3,paddock,1,602,7,2.46
3,padre,0,448,5,1.29
3,pageant,1,533,7,1.91
3,pamphlet,1,539,8,4.07
3,pane,0,520,4,1.34
3,pang,0,572,4,1.88
3,papa,1,443,4,4.86
3,parent,1,381,6,37.31
3,parish,1,522,6,39.42
3,parkin,0,404,6,2.23
3,parsley,1,542,7,3.83
3,parson,1,587,6,2.51
3,party,1,433,5,403.06
3,pastel,1,541,6,3.36
3,pastry,1,400,6,5.04
3,path,1,482,4,62.51
3,peace,1,412,5,88.8
3,pellet,1,561,6,2.26
3,penguin,1,457,7,4.74
3,perry,1,651,5,5.33
3,person,1,426,6,249.82
3,phoenix,1,424,7,5.61
3,pi,1,674,2,6.15
3,pint,1,440,4,12.35
3,pippin,0,676,6,1.38
3,pistol,1,437,6,6.09
3,platform,1,412,8,25.65
3,plea,1,498,4,11.58
3,plinth,1,580,6,1.54
3,plum,1,450,4,2.87
3,poem,1,451,4,24.64
3,pollen,1,569,6,3.34
3,pond,1,367,4,17.27
3,poplar,0,812,6,1.24
3,poppy,1,393,5,2.67
3,porch,1,545,5,5.49
3,pork,1,572,4,5.86
3,porridge,1,482,8,2.91
3,portrait,1,536,8,17.37
3,pride,1,396,5,29.24
3,priest,1,512,6,21.22
3,prince,1,404,6,59.37
3,protein,1,516,7,28.45
3,prowess,1,603,7,2.83
3,psalm,1,506,5,2.27
3,pub,1,419,3,38.21
3,pulpit,1,463,6,2.75
3,pupil,1,636,5,23.21
3,quirk,1,553,5,1.35
3,radar,0,395,5,6.77
3,ranch,0,558,5,1.36
3,realm,1,696,5,10.53
3,reed,1,647,4,9.54
3,rep,1,556,3,2.48
3,reptile,1,485,7,1.2
3,requiem,0,452,7,1.62
3,rhythm,1,587,6,15.23
3,rind,1,620,4,2.2
3,rite,0,765,4,2.85
3,robot,1,458,5,4.5
3,role,1,521,4,182.2
3,rouble,0,539,6,1.96
3,routine,1,397,7,32.16
3,rump,1,495,4,3.1
3,rye,1,500,3,4.73
3,saffron,0,425,7,1.84
3,salad,1,509,5,11.43
3,salon,1,451,5,7.1
3,science,1,494,7,105.97
3,scope,1,660,5,34.38
3,scot,1,664,4,4.81
3,script,1,553,6,12.39
3,scroll,1,657,6,2.14
3,scrum,0,893,5,3.34
3,scum,1,632,4,5.78
3,sect,0,467,4,2.55
3,sector,1,461,6,87.2
3,semen,1,724,5,1.63
3,senate,1,572,6,13.06
3,serpent,1,663,7,2.49
3,settee,0,877,6,3.32
3,shale,0,1062,5,1.69
3,shallot,1,546,7,1.63
3,shark,1,560,5,3.19
3,shawl,1,456,5,2.46
3,sheath,0,528,6,1.67
3,shilling,1,827,8,3.84
3,shrapnel,0,463,8,1.59
3,shrub,1,459,5,2.61
3,si,0,355,2,5.98
3,sickle,1,879,6,1.65
3,siege,0,383,5,8.53
3,sikh,0,405,4,1.94
3,silk,1,458,4,22.63
3,sill,1,370,4,2.43
3,sine,0,680,4,1.88
3,slab,1,557,4,4.63
3,slag,1,461,4,1.88
3,slime,1,447,5,1.52
3,sludge,1,458,6,2.12
3,snail,1,675,5,2.94
3,soccer,1,541,6,13.24
3,soda,1,589,4,3.66
3,soul,1,440,4,30.26
3,sparrow,1,500,7,1.91
3,spasm,1,430,5,1.91
3,spate,0,483,5,3.31
3,speech,1,489,6,78.32
3,sphincter,0,394,9,3.46
3,spider,1,498,6,6.71
3,spinach,1,428,7,1.99
3,spree,1,740,5,1.89
3,squirrel,1,423,8,2.37
3,stair,1,402,5,3.69
3,statue,1,451,6,9.32
3,stature,1,670,7,4.07
3,statute,1,565,7,15.57
3,stead,1,745,5,2.9
3,stein,0,420,5,3.1
3,strife,1,627,6,2.92
3,sulphur,1,566,7,8.33
3,sultan,1,558,6,4.62
3,sum,1,366,3,44.09
3,surgeon,1,616,7,10.52
3,sword,1,399,5,14.77
3,symbol,1,491,6,17.93
3,symptom,1,527,7,5.7
3,syntax,1,679,6,5.82
3,tale,1,525,4,20.99
3,tank,1,518,4,33.24
3,tariff,1,672,6,6.69
3,team,1,424,4,189.22
3,tech,0,408,4,3
3,temple,1,475,6,21.08
3,tempo,1,562,5,3.49
3,tendon,0,499,6,1.65
3,tennis,1,479,6,28.67
3,tent,1,485,4,11.61
3,terrain,1,503,7,6.2
3,terror,1,430,6,15.12
3,terry,1,599,5,25.45
3,text,1,400,4,76.65
3,theft,1,427,5,17.27
3,theme,0,466,5,38.57
3,thistle,1,537,7,2.53
3,thrift,1,483,6,1.85
3,throat,1,402,6,32.29
3,throne,1,476,6,12.19
3,thyme,1,456,5,1.65
3,titan,1,563,5,1.18
3,tod,1,490,3,3.51
3,toilet,1,412,6,15.78
3,tongue,1,457,6,24.66
3,tooth,1,427,5,6.49
3,torque,0,385,6,6.04
3,tot,1,459,3,1.84
3,totem,0,381,5,1.38
3,toy,1,431,3,9.77
3,tract,0,561,5,5.6
3,trait,1,427,5,3
3,tram,1,556,4,4.25
3,trance,1,641,6,2.08
3,trauma,1,452,6,5.23
3,tray,1,435,4,14.39
3,tribute,1,497,7,15.18
3,trifle,1,529,6,2.97
3,trio,1,615,4,7.42
3,tub,1,589,3,3.1
3,tungsten,0,442,8,1.15
3,tunic,1,458,5,2.79
3,turmoil,1,534,7,5.48
3,tweed,1,814,5,7.5
3,tycoon,1,599,6,2.03
3,uncle,1,421,5,35.43
3,urine,1,423,5,8.06
3,vaccine,1,529,7,3.81
3,vale,1,492,4,7.09
3,valve,0,399,5,7.49
3,vassal,0,414,6,1.17
3,vat,1,810,3,23.82
3,veal,1,532,4,1.47
3,vehicle,1,409,7,42.23
3,venom,0,418,5,2.56
3,verdict,1,544,7,14.24
3,verse,1,544,5,14.4
3,vessel,1,447,6,14.1
3,vial,1,486,4,1.59
3,vigil,0,452,5,2.14
3,viking,1,651,6,4.78
3,village,1,538,7,113.4
3,villain,1,515,7,3.15
3,volume,1,413,6,53.62
3,vortex,1,519,6,1.73
3,waist,1,542,5,14.2
3,ward,1,446,4,35.47
3,weir,0,483,4,5.33
3,wharf,1,522,5,3.4
3,wheat,1,422,5,9.79
3,whore,1,615,5,2.9
3,widow,1,402,5,15.76
3,willow,1,366,6,3.51
3,witch,1,444,5,6.16
3,woman,1,373,5,232.13
3,wrath,1,489,5,3.66
3,wreath,1,834,6,1.82
3,wright,0,607,6,19.72
3,wrist,1,546,5,10.56
3,yeast,1,522,5,3.89
3,yoga,1,657,4,2.18
3,yoghurt,1,428,7,2.93
3,youth,1,548,5,54.15
3,zenith,0,436,6,2.31
3,zero,1,518,4,22.86
3,zest,1,495,4,1.86
4,abbey,1,484,5,19.42
4,abbot,1,591,5,5.88
4,acre,1,509,4,5.75
4,aegis,0,464,5,1.42
4,affair,1,467,6,33.04
4,aide,1,538,4,2.77
4,aisle,1,436,5,4.68
4,alley,1,396,5,6.42
4,alp,1,470,3,1.35
4,alpha,1,426,5,11.21
4,altar,1,418,5,8.95
4,ambit,0,575,5,1.83
4,ankle,1,409,5,9.73
4,apple,1,414,5,26.54
4,arab,1,502,4,26.38
4,arrow,1,423,5,10.4
4,arse,1,410,4,5.55
4,arson,1,465,5,3.23
4,ass,1,469,3,3.2
4,atom,1,463,4,5.52
4,auto,1,392,4,2.56
4,axis,1,406,4,10.41
4,axle,1,483,4,1.66
4,bacon,1,568,5,14.62
4,badge,1,416,5,5.55
4,bale,1,453,4,1.45
4,bamboo,1,473,6,2.9
4,barley,1,566,6,5.87
4,barrow,1,389,6,5.68
4,basil,1,484,5,7.98
4,batch,1,459,5,8.06
4,batten,0,676,6,1.41
4,bazaar,1,639,6,2.37
4,beast,1,554,5,9.11
4,beech,1,456,5,4.3
4,ben,0,410,3,31.75
4,bench,1,375,5,20.02
4,bile,1,468,4,11.83
4,bin,1,402,3,10.08
4,binge,1,480,5,1.44
4,blade,1,417,5,11.08
4,blob,1,489,4,1.92
4,bloke,1,427,5,13.11
4,blouse,1,352,6,5.28
4,bonnet,1,456,6,4.13
4,bonus,1,421,5,13.95
4,boogie,1,486,6,1.61
4,booth,1,448,5,6.11
4,bosom,1,420,5,2.7
4,bourbon,1,488,7,1.4
4,brass,1,571,5,15.31
4,breath,1,581,6,51.57
4,bride,1,365,5,11.19
4,brine,1,478,5,1.71
4,brink,1,412,5,4.21
4,bureau,1,461,6,14.42
4,burgh,0,539,5,2.28
4,bush,1,433,4,37.68
4,cab,1,436,3,15.47
4,cabin,1,364,5,11.18
4,canvas,1,473,6,11.39
4,capsule,1,464,7,2.19
4,car,1,398,3,278.73
4,carbon,1,390,6,24.63
4,cargo,1,485,5,8.74
4,carrot,1,348,6,3.83
4,cartel,1,539,6,2.8
4,cartridge,1,461,9,3.02
4,cat,1,405,3,39.52
4,cattle,1,380,6,25.69
4,cave,1,462,4,12.75
4,cedar,1,385,5,1.74
4,cell,1,420,4,55.18
4,cellar,1,452,6,6.93
4,cert,0,429,4,1.89
4,champagne,1,458,9,19.31
4,chancel,0,495,7,1.51
4,chaos,1,437,5,16.4
4,chariot,1,441,7,2.32
4,charlotte,1,452,9,15.65
4,chasm,1,613,5,1.35
4,chest,1,373,5,37.99
4,chi,1,622,3,2.64
4,chick,1,420,5,3.11
4,chilli,1,571,6,1.93
4,chord,1,441,5,5.7
4,chunk,1,452,5,2.98
4,chute,1,631,5,1.37
4,circuit,0,415,7,26.44
4,cistern,1,634,7,2.67
4,clan,1,418,4,4.36
4,client,1,456,6,60.99
4,clone,1,385,5,3.6
4,cloth,1,368,5,19.67
4,cob,1,376,3,1.5
4,cobalt,1,499,6,2.94
4,coca,1,440,4,2.19
4,cocoa,1,418,5,5.14
4,coffee,1,525,6,66.66
4,coffin,1,356,6,13.97
4,cognac,1,531,6,1.39
4,cola,1,436,4,2.09
4,colon,1,426,5,7.86
4,colonel,1,457,7,19.61
4,column,1,469,6,28.43
4,coma,1,449,4,2.54
